Yield (kg/ha)
4778.45
5178.89
5036.39
4394.02
5733.11
5428.57
4177.18
4075.89
4035.17
3111.33
5285.0
5153.97
3918.17
5181.29
4659.75
4313.42
3583.41
4577.16
4654.05
3639.83
5852.96
3921.3
2999.9
3627.35
3971.92
4918.09
3803.46
3730.23
4480.33
4247.64
6002.16
4287.59
2878.84
4203.56
4159.34
4206.9
6483.19
4886.09
5842.82
4881.06
3526.37
3698.37
5377.95
4440.31
4876.83
3759.82
4897.35
3725.78
4419.6
3586.27
4585.95
3861.57
5450.13
5600.38
6139.82
3650.51
5048.17
4075.03
4003.9
5435.35
4630.23
5054.25
4310.79
5723.59
4841.7
3462.16
6320.34
6425.44
4007.9
4725.4
2164.11
4994.58
3666.02
4220.12
4939.75
5178.4
3365.91
4810.4
3550.35
4845.63
5588.9
3991.21
5312.05
3832.67
3838.03
3524.66
3169.0
6018.14
5231.85
3924.79
3232.28
4329.67
4867.8
3271.81
2983.44
3393.01
4235.66
4497.47
3636.97
4659.54
4879.17
4782.32
3782.37
4737.61
2960.6
5005.14
5683.33
5585.41
4015.46
4561.72
4149.39
5175.17
3482.17
4110.38
5291.13
5310.63
4206.48
5644.15
5403.95
4831.25
4548.97
4867.43
3609.98
4227.28
3925.4
3831.74
5885.65
4585.05
4325.89
3987.04
5022.32
4201.56
3955.44
5322.64
3956.69
5186.08
4083.89
5309.85
4076.57
5360.37
4655.2
4910.57
4618.58
4808.74
4044.25
4324.19
5238.6
4868.93
4364.54
5361.41
4144.94
4924.53
4901.77
6330.94
3516.65
3675.91
4399.49
4644.68
6858.59
4527.37
5593.4
5143.65
5099.55
5152.28
2941.7
4786.88
5344.3
5735.53
5247.76
4879.58
4133.56
4885.86
5380.6
4361.06
3702.26
5648.32
3208.88
3469.15
4862.18
5791.55
5117.85
3596.32
4961.26
4741.02
5210.23
5648.15
5603.71
3965.17
3682.51
4058.47
4696.5
5511.08
5470.67
3188.74
6623.66
3647.72
3760.55
5274.59
4451.27
3443.81
3646.53
6605.94
4274.1
4773.42
3670.02
4095.1
5622.21
3643.61
4960.51
3941.04
5644.94
2935.7
3872.85
2954.85
4552.38
4110.47
3198.45
4684.05
4606.53
3434.29
4131.4
2999.36
3565.51
3664.98
4960.49
5520.04
3719.09
2807.33
3355.08
4642.02
4318.16
3975.98
3082.77
4286.57
3476.38
3003.83
4471.67
4691.41
4777.37
2958.31
3449.84
3428.2
5135.85
5909.65
2971.97
3782.3
5561.09
3581.18
3238.02
3170.19
3236.03
4316.4
5207.2
3730.11
3014.88
4144.14
4483.85
4271.51
4728.17
2853.05
2704.52
3598.32
4675.91
5978.38
4181.44
3976.76
7036.07
5490.11
4172.37
4858.52
3032.93
3375.95
4997.52
3134.65
5723.74
3834.12
4333.3
5250.53
4191.62
4564.17
5292.34
4283.1
5548.08
4353.87
5057.72
4190.36
3141.64
6076.91
3154.53
5318.48
4681.46
4903.8
4851.68
3465.26
3561.57
3053.55
4971.23
5045.56
4525.16
5795.3
3750.15
5204.96
6039.64
5005.87
4110.17
4011.85
5448.67
3368.85
4795.47
3935.37
4250.02
4879.95
5207.94
5664.15
4232.15
4056.91
4333.34
5984.57
5617.65
4841.06
5670.58
3955.12
4058.96
4892.69
6735.43
5581.8
4722.87
5279.36
4818.35
4493.26
5404.08
5249.78
4625.6
5271.38
4746.72
4076.9
3348.26
4311.34
4847.86
4679.36
4445.4
2999.01
5439.31
4862.83
4632.37
5543.66
3993.26
4162.24
6058.49
6298.33
6809.2
4845.05
5492.89
2835.3
3720.8
6786.53
6264.61
6386.33
4754.31
5538.58
5078.24
5990.83
4044.6
4373.79
4385.89
5292.61
3419.24
3399.61
4838.46
4869.75
3818.93
5185.22
6002.56
4575.33
4702.6
7171.75
4290.04
4256.35
6635.19
4702.55
4146.74
4493.06
3593.3
3832.17
4554.03
3930.65
3185.91
4305.72
6558.46
6725.6
6471.37
5116.67
4514.37
5988.47
5178.93
3859.83
7167.06
3511.68
3172.46
3933.2
4135.19
3756.98
3695.9
4990.89
3509.06
3839.61
4038.67
4241.39
3773.36
3794.45
4566.54
4635.24
3950.08
4993.17
4293.28
4456.38
3121.89
3507.12
4520.59
4183.76
4017.28
4742.66
4306.41
4495.1
5441.57
5086.2
4002.08
4372.81
4979.63
5297.01
5243.64
5581.99
4056.1
4052.49
4641.5
5788.03
3312.3
6013.55
4219.1
3618.93
4905.38
5667.51
4454.72
5273.03
5009.66
5099.62
3548.82
4255.47
3307.49
3406.61
4302.15
5259.16
3482.35
4902.88
3469.63
4992.75
5585.49
3145.6
3578.96
4834.25
5392.46
5078.95
3162.04
4393.0
5054.48
5317.27
4789.56
3377.17
3760.89
5764.7
5196.56
5237.5
6352.61
4361.16
4223.78
5826.27
5721.87
6155.44
3257.36
6211.48
5734.74
5586.56
5159.46
5325.02
5188.11
4696.17
4454.2
5895.34
5529.51
4809.9
4332.97
6221.62
5423.18
6498.48
4050.55
4807.95
5560.58
4466.7
5599.01
4559.52
5557.84
5592.86
5062.38
4151.57
5624.2
5545.35
4750.49
4533.73
4107.91
5384.92
5541.91
5033.81
5105.17
6149.92
5131.77
5436.68
4570.46
3548.88
5091.25
3968.04
4566.53
4106.5
4893.49
3590.27
3890.76
3857.71
3427.49
4575.94
5122.64
5355.94
4809.28
4431.46
4234.24
4300.46
5293.58
3004.93
5022.1
3589.1
3391.03
4525.69
3164.89
5326.28
4375.6
4401.08
5847.6
3719.96
4900.71
4548.14
6043.95
3849.58
7321.92
4254.16
5102.16
4182.55
6919.62
4656.73
3559.56
4396.33
4055.47
5998.65
4844.25
5404.21
5481.51
4866.48
5166.63
5021.16
4659.51
3160.43
4456.81
7073.31
4613.91
4449.24
4910.64
3967.53
5497.62
5048.09
5449.87
5170.43
5651.53
4664.23
5771.77
5485.54
4916.11
3281.42
4822.04
6539.3
5388.85
4778.55
5256.76
4571.49
5327.62
5470.78
4594.86
2927.48
4589.87
3149.76
2954.84
3265.63
3853.83
4549.83
2927.43
3061.8
4696.09
3583.06
4138.28
3834.02
5481.51
2824.48
3613.24
3630.1
3248.87
4362.18
4106.96
4306.35
3753.43
4284.66
5173.47
4648.49
4581.94
5407.38
4394.49
4417.16
4974.25
4281.61
4524.28
5001.25
4937.11
3241.61
3684.89
4257.07
5393.99
4443.42
4566.54
3899.61
3573.74
5085.48
4573.69
3551.9
3673.19
4094.43
4114.51
4035.48
4519.8
4276.33
3734.22
3843.39
3058.21
3983.15
5035.38
4111.76
4302.28
3948.07
2991.67
3862.8
5104.36
4945.42
4424.34
4399.63
8055.25
6541.1
4368.77
3891.0
5252.76
5806.55
4267.91
4956.79
5401.74
3587.76
5166.24
5510.81
5685.05
4308.56
6378.5
3964.75
3726.5
4004.08
3523.4
4933.96
5000.34
5202.79
4876.73
5026.88
3157.81
4595.19
5549.53
5829.48
3301.05
3485.25
5926.12
4088.11
5594.35
3813.23
3394.28
3063.9
2963.06
3319.46
2991.89
2728.33
4003.88
4661.52
4358.37
6972.8
4639.65
5115.48
4763.02
5276.23
5515.5
4933.29
5732.73
5852.54
5921.95
5384.44
5944.45
3357.75
5419.72
4691.91
4977.94
4629.94
6330.03
4652.3
5396.87
5193.71
5021.61
4979.62
4414.93
4461.97
3881.1
5487.06
4839.34
4357.39
5860.83
6421.09
5548.7
6192.73
5727.97
4289.52
5606.59
4711.71
4531.36
5072.32
5595.75
6107.52
6330.86
5736.68
5189.76
5394.91
5790.56
5356.64
4913.63
5231.18
4353.99
4381.94
5858.42
5122.0
5408.67
5153.03
5670.42
5180.01
4636.7
6096.4
6459.23
3975.17
4343.12
4249.42
5796.33
4242.24
4613.78
5902.28
6114.08
3893.4
4024.59
6228.83
5330.92
5101.81
4749.15
3829.33
5316.71
4902.36
4328.74
5194.67
3227.56
6403.86
5520.68
4102.1
6227.75
4058.53
2897.43
3809.62
4743.81
4119.71
4441.67
4089.01
5663.59
3936.45
5016.22
4152.88
3421.87
3996.84
5197.71
5991.11
5679.58
6138.54
6800.94
6639.66
6501.82
5724.85
4876.77
4248.54
2721.43
4098.42
3300.49
4338.14
3781.42
4386.57
5405.36
6429.13
3423.58
5839.19
4552.34
4300.07
4102.25
3517.76
3326.17
3008.45
6429.17
5509.96
5553.84
5176.02
3397.86
6206.79
5023.63
4506.82
3834.31
4461.23
3813.1
4917.36
4839.55
4519.47
4777.25
5395.92
5530.53
4737.04
6143.37
6649.77
5174.81
5467.76
6050.35
5198.28
5760.18
4746.16
4653.92
4562.23
4584.99
4703.84
4282.92
5492.49
5085.4
5104.31
5811.72
6061.18
3955.46
3648.2
4314.56
5268.2
5142.26
5241.02
5478.68
4091.31
5041.11
5575.42
3642.72
6481.45
4911.01
5335.94
6329.21
5526.25
5374.15
3941.13
5862.68
5407.47
4960.79
4034.71
3969.57
5882.77
6030.36
5223.02
4642.66
4949.9
4657.35
3267.22
3367.43
5226.07
5703.07
4107.37
5015.91
4661.8
4087.64
3923.84
3726.03
4896.09
5571.76
5330.43
4066.21
3791.54
5801.2
5017.77
5741.36
4055.73
6586.77
5363.33
5829.71
4467.43
4066.76
4104.03
5269.77
6362.51
6525.08
4866.79
5578.07
6292.71
4738.37
4323.88
5142.09
4891.16
4347.52
4924.1
4578.02
5219.1
4020.75
3775.82
6591.24
6616.36
4840.48
4542.3
4275.14
3379.15
4074.88
4495.67
6089.03
3167.33
3962.24
3557.54
4918.78
5632.62
4983.14
2950.95
3924.28
5809.05
4394.79
5150.9
3511.9
3151.55
4288.2
3954.04
4875.19
3886.33
3268.59
3980.57
4368.84
3842.4
4283.17
4579.42
3781.27
3298.16
2704.55
2463.97
3397.8
3762.39
3569.33
5115.06
5618.87
5251.92
6783.12
6408.98
5580.68
6096.72
5347.57
4958.58
4225.58
4645.56
4730.68
5821.55
6918.74
4583.56
5091.8
4250.67
5854.52
4067.06
5863.49
5502.79
5103.64
3887.95
4128.19
4040.36
4868.97
5450.99
4406.01
4373.53
4408.14
5694.19
5339.89
6056.34
5584.72
3660.38
5056.31
5861.21
5423.09
4312.46
4831.44
6004.61
4262.14
4179.65
3514.07
5983.63
4449.9
4807.33
5381.77
4912.03
4162.47
6110.31
3836.95
3920.87
4981.03
4036.53
4925.55
3795.92
4756.04
3997.27
3431.44
5422.36
6745.36
5438.96
5742.31
3479.57
5698.4
5533.19
5478.71
5848.02
6279.44
5844.61
6001.94
4557.55
5753.16
5704.17
4898.71
4500.08
4918.48
4929.93
6417.99
5655.43
5602.45
4336.49
4844.78
4067.09
4976.56
3630.53
4770.29
4608.29
3796.7
4411.76
3572.81
3927.47
3312.66
6063.56
4691.13
5250.59
5988.88
4076.79
4129.41
5762.34
5838.05
3857.1
3642.51
4095.04
4633.46
5335.42
3378.63
4530.32
4750.57
4845.56
3050.02
5487.57
5292.5
4293.97
7348.6
5186.36
5108.16
4860.95
4623.33
5463.69
4563.62
5942.65
5785.15
5219.84
3832.11
4001.15
6050.83
3913.59
2685.01
5753.37
5127.19
5438.92
6051.28
4480.25
5429.75
3585.2
4544.44
5921.68
4369.28
3969.87
3116.45
5875.14
5498.37
5323.42
6211.82
5091.82
4556.8
5603.56
7063.35
5393.39
3425.99
5165.13
5278.99
4008.09
3622.58
3850.9
3629.34
4388.29
3867.06
4814.88
4228.29
4900.9
4180.89
4103.14
4670.36
6514.25
4786.45
5336.64
4783.7
2963.66
5375.53
4832.85
3305.79
5744.35
6792.73
5053.43
3215.95
3832.87
3830.99
3843.75
4301.61
5396.58
4343.78
4634.59
4561.6
4186.92
5111.29
5760.92
3172.3
5473.94
5022.17
5286.94
4241.72
3139.18
5281.17
3854.98
4434.56
5157.43
5217.55
5839.78
5611.94
4878.48
6087.34
4099.96
4526.45
5240.06
3434.2
6144.86
5301.31
4584.97
5546.16
4663.16
6174.76
4141.97
3764.32
3563.33
3802.3
6438.25
5140.74
5086.09
5529.93
4163.27
4967.18
3040.27
3984.85
4215.04
5409.78
4027.33
3994.99
3445.09
4427.04
4040.93
3502.46
3001.69
5725.87
3583.25
5245.19
5624.18
5693.96
4289.88
5918.41
5471.86
4614.94
3656.43
5076.31
4915.38
5219.31
3134.48
3993.36
3131.8
4919.06
4677.86
5147.8
4071.59
6514.59
4282.88
4862.44
3931.11
4853.33
3625.9
5126.84
5538.3
3949.11
4273.49
4405.8
6077.27
5241.61
5911.89
5684.41
5631.05
5182.08
5820.52
5880.71
5734.66
5140.65
5756.19
4725.89
5393.59
6291.49
4770.16
5830.64
5833.47
5105.04
5190.92
4040.62
5197.35
4793.25
4553.6
5497.22
5764.34
3573.87
5329.71
3598.38
3932.33
5793.73
5685.16
5220.56
3590.1
4503.45
6043.39
3185.53
4216.64
4706.94
6614.03
4537.33
4200.35
3778.45
4419.59
4825.07
4838.49
5468.97
4553.3
4050.46
4190.46
5114.95
4859.19
5105.98
2988.36
4779.13
5915.25
4911.15
5132.15
4236.79
5083.02
5001.63
3285.85
5057.62
4588.0
5531.12
5647.98
5973.52
3705.16
4412.3
3395.06
4067.02
4789.13
3744.88
3415.05
4122.72
4106.84
7291.76
4994.95
5944.86
4202.69
3690.42
4344.54
4441.24
4186.24
4050.61
3587.65
3972.83
4971.67
3887.69
6250.9
3917.87
3313.82
3966.81
4966.72
5120.7
5092.31
4190.09
5145.77
3928.27
5419.97
3666.69
5606.23
5110.21
4947.53
4916.39
3809.54
5891.21
3679.42
4867.64
3831.92
4530.88
3416.68
5644.29
5371.74
5366.78
4560.32
4628.22
6241.96
4348.68
3551.96
4384.07
4219.55
5586.96
5472.93
5462.01
4799.83
3577.21
4628.77
4681.22
3432.48
3963.92
3632.69
4393.72
5016.41
5241.3
4760.65
5171.7
5434.89
5517.09
6065.16
4245.08
4080.52
4798.32
4867.31
5428.69
4708.2
6583.22
5389.76
5875.51
4913.03
4582.65
4390.48
3661.6
4086.09
4436.2
4132.75
3344.97
3650.05
3619.69
3300.26
4050.3
4769.47
4894.04
4921.9
4974.09
5697.59
5486.29
3664.85
4340.12
3710.77
3814.08
3179.83
4484.09
4925.45
3213.81
4561.85
3982.55
4722.89
5123.95
4235.95
5113.71
5965.93
4087.29
4032.58
3120.22
3299.77
2987.8
3216.47
3468.58
5871.04
7113.95
4230.3
5473.2
3993.85
4170.59
4776.81
4986.79
4815.23
6060.16
3404.26
5909.03
5078.74
3353.81
4785.81
5498.23
5549.14
5067.02
5359.75
4212.64
3442.31
3690.71
4902.8
4033.48
5498.79
3937.64
3993.28
3838.29
3910.07
5230.27
4739.43
5448.81
3348.06
4129.95
4108.56
3569.98
4356.1
4461.66
5564.68
5007.91
3586.5
3995.62
4223.05
6390.87
4737.75
4903.86
3491.49
6102.07
3799.04
2680.31
3433.25
4019.86
3997.39
4251.1
3157.91
5603.96
4992.0
4788.82
5948.13
3765.21
4924.61
3719.77
5062.55
4041.46
3469.36
5607.96
5365.73
4881.94
3614.2
4259.2
4999.66
4392.16
4998.27
4211.82
4002.24
3765.25
4912.4
3898.58
4197.68
4341.23
4959.87
3912.2
4706.44
5426.16
3890.13
5206.81
4404.66
4521.68
5068.9
3144.4
5378.17
5149.48
4414.17
4954.33
6602.85
5924.87
4607.29
4493.84
4018.21
4643.32
2483.32
3389.47
4406.91
4741.7
4333.98
3367.53
5083.61
3434.23
5081.25
5294.84
4817.26
5452.22
4551.92
3161.96
3299.2
4399.38
4998.63
5688.83
4003.77
5044.16
3858.2
3021.3
3454.36
3235.14
5031.64
4755.22
4794.03
3914.36
3189.85
3939.28
4229.38
3570.3
5145.84
4563.69
5118.05
5213.57
3724.78
4382.0
3203.43
4227.21
3682.31
6192.94
5166.92
4012.08
4904.49
5025.74
4920.06
4708.65
3757.92
5475.95
3846.09
3098.65
3003.73
3352.08
4934.54
3543.95
3980.59
5225.28
4801.19
3757.84
5518.84
3899.02
4115.76
3130.19
3698.66
5281.49
5974.72
5240.73
4824.37
4166.13
5320.61
3875.67
3980.11
6168.58
4247.48
4113.47
3834.51
4284.9
3629.98
4476.76
4489.04
3720.65
6135.87
3960.05
4713.21
3215.28
5129.91
3743.83
4497.75
5276.01
4746.36
6243.28
5706.49
4151.29
4791.55
6120.29
5143.76
5802.46
3685.08
4837.89
4184.72
4877.21
4518.21
4891.08
4681.43
5909.84
4737.4
4220.49
4667.16
2911.53
3119.83
5380.67
3333.09
5049.11
4475.71
4890.54
4363.08
4376.51
3771.09
4206.5
2938.92
5454.34
4794.17
5595.14
3127.42
3906.99
3217.56
2627.83
5581.61
4160.72
4825.59
5771.05
4871.52
3608.83
5396.61
4859.82
4565.73
5280.02
3487.74
5012.26
4264.8
3063.04
5404.24
3105.86
4287.1
3892.86
4658.48
4953.1
4515.36
4701.78
5306.19
4781.63
3377.56
3949.0
5236.42
4237.21
5720.31
4891.03
5157.34
5159.49
3874.8
5103.29
4553.95
4391.36
3837.99
3913.38
4837.94
4822.57
3486.88
2865.41
5761.69
5771.62
5724.49
4550.48
5690.97
3494.16
5873.11
5812.26
3522.01
3986.33
5004.38
5480.66
6666.22
6223.36
4195.2
4728.81
5135.37
4646.72
5891.96
5678.65
5425.46
5059.85
3654.17
3850.06
4694.98
5343.16
5540.33
3677.6
3504.81
5448.8
6269.7
5698.05
4395.05
4354.72
5604.77
5214.57
5651.61
5929.03
5008.29
5395.85
4970.59
5903.78
5304.18
5072.29
5419.62
3942.95
4777.72
4822.34
4778.37
5133.19
4252.58
5293.49
5581.86
5785.35
4137.92
4787.32
5033.85
4585.82
2616.7
4491.48
4906.03
4863.4
4422.05
4343.84
3099.31
3279.09
3514.89
5755.46
4497.02
4432.62
6297.5
5877.79
5423.56
5247.76
5310.06
5269.88
5786.61
3761.4
4710.54
3003.83
5469.73
5222.78
5671.48
4763.39
4223.85
6431.76
5535.47
4552.51
3983.02
3700.39
5391.5
5095.52
5711.98
5663.79
5805.37
5154.35
6141.48
3830.26
3615.59
4983.44
5856.4
5944.48
5379.15
5160.05
6437.8
4550.87
4774.19
5481.46
5122.89
4620.94
5034.55
3818.93
4868.11
3771.67
5773.08
3285.48
3022.64
3913.42
6014.09
4424.49
3260.69
4936.71
4502.94
4265.62
5091.15
3598.26
4139.52
3930.73
4600.49
5186.59
4580.33
4928.16
5960.7
4480.93
3320.06
2513.32
6639.42
6586.08
4674.64
4095.85
5208.62
5774.21
4029.55
5505.88
4617.54
4612.13
5196.27
4226.32
3176.52
5583.36
5885.5
6271.69
5968.25
5439.88
6566.36
5839.86
6427.95
6653.61
6049.14
4129.08
4069.53
5203.65
4056.07
5418.25
5186.38
5215.58
4817.88
5929.72
4401.78
4179.51
4088.86
4417.9
3493.13
4647.37
3798.19
3582.9
5012.2
6328.98
4989.37
5055.38
4821.83
5070.83
3260.99
4106.98
4007.21
5185.15
4227.91
3715.47
4168.99
4502.78
4456.65
5227.09
4568.47
5633.16
5681.16
5136.5
4747.14
4563.32
5295.14
4664.48
4377.87
4183.9
6299.65
3367.12
5425.57
4363.28
3442.3
5267.49
3095.66
4794.12
4634.19
4660.15
4065.4
4325.87
4807.37
3945.31
4696.01
5134.66
3463.85
3436.29
3113.49
3953.38
4543.48
5469.69
6409.69
4846.06
6225.83
5155.35
3699.86
3131.3
3980.23
5084.88
6071.17
5737.35
5187.56
4027.9
5194.35
4711.62
4109.79
4151.17
4330.37
4848.38
5008.75
4965.83
4536.77
4450.41
5176.7
3829.45
5865.38
6570.87
5069.66
6392.64
4227.09
4581.62
5618.99
5702.88
5314.64
4088.37
3354.84
5693.64
3956.2
4680.07
3334.36
5436.41
3726.58
4647.59
3426.92
3995.89
5346.11
3169.75
6119.17
3331.29
4710.2
5476.13
3095.22
5030.11
3862.05
3973.33
5043.82
4361.24
5038.07
3875.8
4491.18
4895.85
3327.46
2909.01
6374.56
5161.61
4214.37
6445.76
6311.3
4932.45
4431.47
4060.54
6088.95
4380.23
5000.48
5718.22
5423.81
3249.65
6029.43
5665.14
5546.7
4725.11
5816.63
4282.13
5033.08
4685.04
4124.2
4156.62
6349.32
4847.23
3708.86
3943.84
4275.5
5842.84
5565.56
5249.96
6150.21
4887.97
4417.3
4204.52
5148.09
5631.4
4114.37
4730.14
5529.92
4750.13
4292.44
5858.05
5339.12
5926.32
4408.29
5676.67
5235.41
6237.51
8613.86
4727.93
4511.56
5395.61
4134.4
5226.91
4660.46
5025.24
5853.24
4497.15
3957.55
5989.22
4475.83
5393.18
4948.19
5199.92
3957.56
3465.56
3692.43
5729.12
4999.87
4162.75
4686.81
5670.49
6284.8
5195.93
5702.45
2944.46
3733.92
5763.53
4629.59
6117.79
3698.59
4874.75
4291.4
4619.06
4696.86
4892.43
3970.17
4850.79
6048.23
5267.05
4706.63
6772.11
6199.32
4176.29
5316.78
3751.04
4853.99
4055.63
2556.71
3066.56
5724.17
3930.05
4558.44
5510.83
4879.2
5186.27
6110.83
4994.3
4055.77
5326.35
6166.14
4200.82
5380.57
4013.24
5881.21
5048.86
5057.45
5735.24
5125.87
5562.76
5434.89
4844.25
5541.43
4563.64
5619.74
4050.31
5132.03
4477.18
4525.67
4967.67
4061.99
6089.09
6352.37
4383.94
3874.85
6191.92
4900.98
5712.27
5697.5
6176.55
5594.3
6251.9
6951.92
4647.65
4999.6
4376.24
4405.33
5543.69
3466.36
4406.49
5812.43
6408.64
5254.03
4140.48
4075.75
4497.72
3818.35
5459.79
4448.53
5565.95
4254.1
5079.31
5434.12
4988.86
5826.11
4117.08
4509.57
4507.83
5142.63
3401.2
5503.09
5870.45
5797.79
4067.4
4609.05
4936.56
4297.78
5603.96
6477.86
5940.63
5016.63
5594.36
4257.68
4941.68
5307.74
5670.0
5011.1
5010.37
3077.14
5440.66
3786.99
4179.63
5140.01
6233.32
4841.32
3987.1
5774.65
3474.73
4941.28
5226.97
4787.08
4083.46
4188.63
